source,sourceLabel,audience,tier,sheetGroup,name,id,rarity,faction,shipType,roleNote,requiresUniqueEquipment,row,column
operation-siren,대작전,벽청년 이상,B,경순 CL,미사키,Z064,SSR,DOAX VV,경순,딜에 더 치중된 경순 딜러,False,31,28
operation-siren,대작전,벽청년 이상,B,경순 CL,넵튠,P001,SSR,로열,경순,탱 경순,False,31,30
operation-siren,대작전,벽청년 이상,B,경순 CL,센다이,308,R,중앵,경순,조명탄 지원,False,31,32
operation-siren,대작전,벽청년 이상,B,중순 / 대순 CA,프린츠 오이겐,244,SSR,철혈,중순,"아즈마급
탱킹",False,31,36
operation-siren,대작전,벽청년 이상,B,중순 / 대순 CA,쿠르스크,586,SSR,노스유니온,중순,유리 대포,False,31,38
operation-siren,대작전,벽청년 이상,B,중순 / 대순 CA,샌프란시스코,512,SSR,유니온,중순,"포지션 유연함
딜 / 탱 모두 소화가능",False,31,40
operation-siren,대작전,벽청년 이상,B,중순 / 대순 CA,트리에스테,542,SR,사르데냐,중순,조명탄 보조,False,31,42
operation-siren,대작전,벽청년 이상,B,중순 / 대순 CA,팬시,665,SSR,템페스타,범선,"순수 딜러
경장 특화",False,31,44
operation-siren,대작전,벽청년 이상,B,중순 / 대순 CA,미나미 유메,Z085,SSR,그리드맨,중순,약간씩 유틸을 얹은 탱커라인,False,31,46
operation-siren,대작전,벽청년 이상,B,중순 / 대순 CA,차라,413,SSR,사르데냐,중순,약간씩 유틸을 얹은 탱커라인,False,31,47
operation-siren,대작전,벽청년 이상,B,중순 / 대순 CA,칼라 이데아스,Z096,SSR,라이자,초순,약간씩 유틸을 얹은 탱커라인,False,31,48
operation-siren,대작전,벽청년 이상,B,중순 / 대순 CA,아드미랄 히퍼(META),M042,SSR,META,중순,약간씩 유틸을 얹은 탱커라인,False,31,49
operation-siren,대작전,벽청년 이상,B,중순 / 대순 CA,프린츠 하인리히,483,SSR,철혈,중순,약간씩 유틸을 얹은 탱커라인,True,31,50
operation-siren,대작전,벽청년 이상,B,중순 / 대순 CA,아타고,201,SSR,중앵,중순,쫄팟 후보,True,31,52
operation-siren,대작전,벽청년 이상,C+,구축 DD,카와카제,288,SSR,중앵,구축,속사 / 뇌장 딜러,True,35,2
operation-siren,대작전,벽청년 이상,C+,구축 DD,키타카제,P009,SSR,중앵,구축,딜에 더 집중한 구축딜러 대체제,False,35,4
operation-siren,대작전,벽청년 이상,C+,구축 DD,키예프,535,SSR,노스유니온,구축,딜에 더 집중한 구축딜러 대체제,False,35,5
operation-siren,대작전,벽청년 이상,C+,구축 DD,재너스,569,SSR,로열,구축,딜에 더 집중한 구축딜러 대체제,False,35,6
operation-siren,대작전,벽청년 이상,C+,구축 DD,레이냐,Z134,SSR,라이자,구축,딜에 더 집중한 구축딜러 대체제,False,35,7
operation-siren,대작전,벽청년 이상,C+,구축 DD,찰스 오스본,13,SR,유니온,구축,소량의 탱킹 지원,False,35,8
operation-siren,대작전,벽청년 이상,C+,구축 DD,스즈츠키,468,SSR,중앵,구축,소량의 탱킹 지원,False,35,9
operation-siren,대작전,벽청년 이상,C+,구축 DD,랭동타블,556,SSR,비시아,구축,소량의 탱킹 지원,False,35,10
operation-siren,대작전,벽청년 이상,C+,구축 DD,카시노,472,SR,중앵,운송,"항모 보조로
사용가능",False,35,12
operation-siren,대작전,벽청년 이상,C+,구축 DD,딩안,580,SR,동황,운송,10% 항공지원,False,35,14
operation-siren,대작전,벽청년 이상,C+,구축 DD,공주,Z089,SSR,그리드맨,운송,탱 / 항공지원,False,35,16
operation-siren,대작전,벽청년 이상,C+,경순 CL,아일라 폰 뒤러,Z132,SSR,라이자,경순,특수 장갑관통,False,35,18
operation-siren,대작전,벽청년 이상,C+,경순 CL,뒤스부르크,671,SSR,철혈,경순,3번 자리 딜러,False,35,20
operation-siren,대작전,벽청년 이상,C+,경순 CL,클레오파트라,690,SSR,로열,경순,3번 자리 딜러,False,35,22
operation-siren,대작전,벽청년 이상,C+,경순 CL,휴스턴Ⅱ,609,SSR,유니온,경순,3번 자리 딜러,False,35,24
operation-siren,대작전,벽청년 이상,C+,경순 CL,마인츠,P015,SSR,철혈,경순,적당한 탱 경순,False,35,26
operation-siren,대작전,벽청년 이상,C+,경순 CL,주세페 가리발디,559,SSR,사르데냐,경순,적당한 탱 경순,False,35,28
operation-siren,대작전,벽청년 이상,C+,경순 CL,진츠(META),M025,SSR,META,경순,뇌장 보조,False,35,30
operation-siren,대작전,벽청년 이상,C+,중순 / 대순 CA,꼬마 앵커리지,693,SR,유니온,중순,연막탄 보조,False,35,36
operation-siren,대작전,벽청년 이상,C+,중순 / 대순 CA,론(µ장비),479,SSR,철혈,중순,딜링 보조,False,35,38
operation-siren,대작전,벽청년 이상,C+,중순 / 대순 CA,아사마,707,SSR,중앵,중순,개전 어뢰,False,35,40
operation-siren,대작전,벽청년 이상,C+,중순 / 대순 CA,꼬마 운젠,740,SR,중앵,중순,개전 어뢰,False,35,41
operation-siren,대작전,벽청년 이상,C+,중순 / 대순 CA,치쿠마,195,SSR,중앵,중순,적당한 탱커 중순,False,35,42
operation-siren,대작전,벽청년 이상,C+,중순 / 대순 CA,블뤼허,243,SSR,철혈,중순,적당한 탱커 중순,False,35,43
operation-siren,대작전,벽청년 이상,C+,중순 / 대순 CA,탈린,496,SSR,노스유니온,중순,적당한 탱커 중순,False,35,44
operation-siren,대작전,벽청년 이상,C+,중순 / 대순 CA,꼬마 프린츠 오이겐,549,SR,철혈,중순,적당한 탱커 중순,False,35,45
operation-siren,대작전,벽청년 이상,C+,중순 / 대순 CA,이카루가,Z102,SSR,섬란 카구라,중순,,False,35,46
operation-siren,대작전,벽청년 이상,C+,중순 / 대순 CA,프린츠 오이겐(µ장비),634,SSR,철혈,중순,적당한 딜러 중순,False,35,48
operation-siren,대작전,벽청년 이상,C+,중순 / 대순 CA,고리치아,597,SSR,사르데냐,중순,적당한 딜러 중순,False,35,49
operation-siren,대작전,벽청년 이상,C+,중순 / 대순 CA,미우라 아즈사,Z074,SSR,아이마스,중순,적당한 딜러 중순,False,35,50
operation-siren,대작전,벽청년 이상,C+,중순 / 대순 CA,미니애폴리스,364,SSR,유니온,중순,적당한 딜러 중순,False,35,51
operation-siren,대작전,벽청년 이상,SS+,"전함 BB, 순전 BC",라이온,138,UR,로열,전함,모든 장갑 코어픽,False,42,24
operation-siren,대작전,벽청년 이상,SS+,"전함 BB, 순전 BC",괴츠 폰 베를리힝겐,735,UR,철혈,전함,모든 장갑 깡패픽,False,42,26
operation-siren,대작전,벽청년 이상,SS,"항모 CV, 경항모 CVL",렉싱턴Ⅱ,715,UR,유니온,항모,"미항팟, 경장갑 필살기
욬2 + 렉2 조합시 바인드 보유",False,46,6
operation-siren,대작전,벽청년 이상,SS,"항모 CV, 경항모 CVL",요크타운Ⅱ,574,UR,유니온,항모,"미항팟, 경장갑 필살기
욬2 + 렉2 조합시 바인드 보유",False,46,8
operation-siren,대작전,벽청년 이상,SS,"항모 CV, 경항모 CVL",키어사지,P028,UR,유니온,항전,"미항팟, 경장갑 필살기
욬2 + 렉2 조합시 바인드 보유",False,46,10
operation-siren,대작전,벽청년 이상,SS,"항모 CV, 경항모 CVL",프리츠 루메이,669,UR,철혈,항모,"중형 - 우선픽
경장 - 대체픽",False,46,12
operation-siren,대작전,벽청년 이상,SS,"항모 CV, 경항모 CVL",막스 임멜만,P045,UR,철혈,항모,"모든 장갑 잘침
그중에 중형 특화",False,46,14
operation-siren,대작전,벽청년 이상,SS,"전함 BB, 순전 BC",메클렌부르크,P039,UR,철혈,전함,대중장 깡패,False,46,24
operation-siren,대작전,벽청년 이상,SS,"전함 BB, 순전 BC",소비에츠키 소유즈,438,UR,노스유니온,전함,"대중형/중장
대체 선택지",False,46,26
operation-siren,대작전,벽청년 이상,SS,"전함 BB, 순전 BC",알자스,641,UR,아이리스,전함,"대경장/중장
대체 선택지",False,46,28
operation-siren,대작전,벽청년 이상,S+,"항모 CV, 경항모 CVL",라이온,138,UR,로열,전함,"쫄팟의 떠오르는 코어픽
여기는 순수 쫄팟티어",False,50,2
operation-siren,대작전,벽청년 이상,S+,"항모 CV, 경항모 CVL",아마기(항모),660,UR,중앵,항모,"일항팟 시너지 + 대중장
만쥬가 안움직이는 중장 META 내주면 SS",False,50,12
operation-siren,대작전,벽청년 이상,S+,"항모 CV, 경항모 CVL",시나노,231,UR,중앵,항모,"일항팟 시너지 + 대중장
만쥬가 안움직이는 중장 META 내주면 SS",False,50,14
operation-siren,대작전,벽청년 이상,S+,"항모 CV, 경항모 CVL",하쿠호,703,UR,중앵,항모,"일항팟 시너지 + 대중장
만쥬가 안움직이는 중장 META 내주면 SS",False,50,16
operation-siren,대작전,벽청년 이상,S+,"항모 CV, 경항모 CVL",아드미랄 나히모프,P036,UR,노스유니온,항모,"바인드
북련 조합 요구",False,50,18
operation-siren,대작전,벽청년 이상,S+,"전함 BB, 순전 BC",비스마르크 Zwei,593,UR,철혈,전함,블랙홀 바인드,False,50,24
operation-siren,대작전,벽청년 이상,S+,"전함 BB, 순전 BC",나가토,212,SSR,중앵,전함,"전함 인데 시너지
일본 버퍼",False,50,26
operation-siren,대작전,벽청년 이상,S+,"전함 BB, 순전 BC",발파라이소,P047,UR,페드레리아,전함,"부포 딜러 /
접대 환경 필요",False,50,28
operation-siren,대작전,벽청년 이상,S+,잠수 SS,U-2501,736,UR,철혈,잠수,잠수함 1황,False,50,50
operation-siren,대작전,벽청년 이상,S+,잠수 SS,이404,705,UR,중앵,잠항모,잠수함 2황 + 보조,False,50,52
operation-siren,대작전,벽청년 이상,S,"항모 CV, 경항모 CVL",퍼시어스,462,SSR,로열,경항모,"이중 선장전
타함대 힐",False,54,2
operation-siren,대작전,벽청년 이상,S,"항모 CV, 경항모 CVL",아스카가와 치세,Z086,SSR,그리드맨,항모,"라이온팟
선장전",False,54,4
operation-siren,대작전,벽청년 이상,S,"항모 CV, 경항모 CVL",센토,356,SSR,로열,경항모,"대중형/중장
딜 보조/영국 시너지",False,54,6
operation-siren,대작전,벽청년 이상,S,"항모 CV, 경항모 CVL",하쿠류,P019,UR,중앵,항모,보스팟 딜러,False,54,8
operation-siren,대작전,벽청년 이상,S,"항모 CV, 경항모 CVL",임플래커블,581,UR,로열,항모,"바인더 1황
영국 항모",False,54,10
operation-siren,대작전,벽청년 이상,S,"항모 CV, 경항모 CVL",엔터프라이즈,77,SSR,유니온,항모,Lucky E,False,54,12
operation-siren,대작전,벽청년 이상,S,"항모 CV, 경항모 CVL",에식스,357,SSR,유니온,항모,중장갑 특화,False,54,14
operation-siren,대작전,벽청년 이상,S,"항모 CV, 경항모 CVL",글로리어스(META),M048,SSR,META,항모,단기전의 신,False,54,16
operation-siren,대작전,벽청년 이상,S,"전함 BB, 순전 BC",뱅가드,137,UR,로열,전함,전함 최강 버퍼,False,54,26
operation-siren,대작전,벽청년 이상,S,"전함 BB, 순전 BC",키어사지,P028,UR,유니온,항전,"포격 버퍼
경, 중형 특화",False,54,28
operation-siren,대작전,벽청년 이상,S,"전함 BB, 순전 BC",무사시,217,UR,중앵,전함,중형/중장 특화,False,54,30
operation-siren,대작전,벽청년 이상,S,"전함 BB, 순전 BC",뉴저지,68,UR,유니온,전함,단일 적 특화,False,54,32
operation-siren,대작전,벽청년 이상,S,"전함 BB, 순전 BC",프리드리히 데어 그로세,P011,UR,철혈,전함,철혈 범용 무딱,False,54,34
operation-siren,대작전,벽청년 이상,S,"전함 BB, 순전 BC",울리히 폰 후텐,529,UR,철혈,전함,철혈 범용 무딱,False,54,35
operation-siren,대작전,벽청년 이상,S,"전함 BB, 순전 BC",라파엘로,678,UR,사르데냐,전함,"딜 보조
전열 보호",False,54,36
operation-siren,대작전,벽청년 이상,S,"전함 BB, 순전 BC",워스파이트,131,SSR,로열,전함,"전장요구
무딱전함라인 입성",False,54,38
operation-siren,대작전,벽청년 이상,S,"전함 BB, 순전 BC",오미,706,SSR,중앵,전함,최강 금딱라인,False,54,40
operation-siren,대작전,벽청년 이상,S,"전함 BB, 순전 BC",조지아,P008,SSR,유니온,전함,최강 금딱라인,True,54,41
operation-siren,대작전,벽청년 이상,S,"전함 BB, 순전 BC",다이센,P034,SSR,중앵,전함,"용골 무난하게 받음
탈금딱 1황",False,54,42
operation-siren,대작전,벽청년 이상,S,"전함 BB, 순전 BC",던컨,P043,SSR,로열,순전,"경순/중순 킬러
고폭탄 보조",False,54,44
operation-siren,대작전,벽청년 이상,S,잠수 SS,플래셔,620,SSR,유니온,잠수,U-2501 + 이404를 일단 넣고 남는자리에 넣으면 좋음,False,54,50
operation-siren,대작전,벽청년 이상,S,잠수 SS,호무라,Z103,SSR,섬란 카구라,잠수,U-2501 + 이404를 일단 넣고 남는자리에 넣으면 좋음,False,54,52
operation-siren,대작전,벽청년 이상,S,잠수 SS,U-96,467,SSR,철혈,잠수,U-2501 + 이404를 일단 넣고 남는자리에 넣으면 좋음,False,54,54
operation-siren,대작전,벽청년 이상,A+,"항모 CV, 경항모 CVL",부아 벨루,699,SSR,아이리스,경항모,"반장전, 단기전 특화
루나 상위호환",False,58,2
operation-siren,대작전,벽청년 이상,A+,"항모 CV, 경항모 CVL",아퀼라,502,SSR,사르데냐,항모,"쫄 보스 딜러
서브 힐러",False,58,4
operation-siren,대작전,벽청년 이상,A+,"항모 CV, 경항모 CVL",인디펜던스,377,SR,유니온,경항모,"제공권 + 반장전
타함대 항공버프",False,58,6
operation-siren,대작전,벽청년 이상,A+,"항모 CV, 경항모 CVL",프랭클린,682,SSR,유니온,항모,"안정성 높은
엔터프라이즈 +",False,58,8
operation-siren,대작전,벽청년 이상,A+,"항모 CV, 경항모 CVL",샹그릴라,378,SSR,유니온,항모,"안정성 높은
엔터프라이즈 +",False,58,9
operation-siren,대작전,벽청년 이상,A+,"항모 CV, 경항모 CVL",엘리제,Z990,SSR,DOAX VV,항모,"높은 공격력
딜 보조 유틸",False,58,10
operation-siren,대작전,벽청년 이상,A+,"항모 CV, 경항모 CVL",쇼카쿠,228,SSR,중앵,항모,"높은 공격력
딜 보조 유틸",True,58,11
operation-siren,대작전,벽청년 이상,A+,"항모 CV, 경항모 CVL",인도미터블,553,SSR,로열,항모,특정 장갑 특화,False,58,12
operation-siren,대작전,벽청년 이상,A+,"항모 CV, 경항모 CVL",요크타운(META),M054,SSR,META,항모,특정 장갑 특화,False,58,13
operation-siren,대작전,벽청년 이상,A+,"항모 CV, 경항모 CVL",테세우스,578,SSR,로열,경항모,중형 잘팸,False,58,14
operation-siren,대작전,벽청년 이상,A+,"항모 CV, 경항모 CVL",치칼로프,P026,SSR,노스유니온,항모,중형 잘팸,False,58,15
operation-siren,대작전,벽청년 이상,A+,"항모 CV, 경항모 CVL",토비이치 오리가미,Z152,SSR,데어라,항모,데어라 콜라보 항모,False,58,16
operation-siren,대작전,벽청년 이상,A+,"항모 CV, 경항모 CVL",요시노,Z154,SSR,데어라,경항모,데어라 콜라보 항모,False,58,17
operation-siren,대작전,벽청년 이상,A+,"항모 CV, 경항모 CVL",알비온,570,SSR,로열,경항모,"경/중형 바인더
항모뎀증 '파갑' 보유",False,58,18
operation-siren,대작전,벽청년 이상,A+,"항모 CV, 경항모 CVL",아크 로열,144,SR,로열,항모,"중형/중갑 바인더
딜 로또",False,58,20
operation-siren,대작전,벽청년 이상,A+,"항모 CV, 경항모 CVL",아우구스트 폰 파르제팔,P021,SSR,철혈,항모,대체 바인더,False,58,22
operation-siren,대작전,벽청년 이상,A+,"항모 CV, 경항모 CVL",베닝턴,752,SSR,유니온,항모,대체 바인더,False,58,23
operation-siren,대작전,벽청년 이상,A+,"전함 BB, 순전 BC",오와리,606,SSR,중앵,전함,"무난하게 강한
탈금딱 전함",False,58,24
operation-siren,대작전,벽청년 이상,A+,"전함 BB, 순전 BC",하우,461,SSR,로열,전함,"명중, 장전 버퍼",True,58,26
operation-siren,대작전,벽청년 이상,A+,"전함 BB, 순전 BC",아드미랄 젠커,694,SSR,철혈,순전,"포격, 명중 버퍼
딜 보조 버프",False,58,28
operation-siren,대작전,벽청년 이상,A+,"전함 BB, 순전 BC",비토리오 베네토,500,SSR,사르데냐,전함,사르데냐 코어,False,58,30
operation-siren,대작전,벽청년 이상,A+,"전함 BB, 순전 BC",리슐리외,453,SSR,아이리스,전함,"아이리스
선장전 전함",False,58,32
operation-siren,대작전,벽청년 이상,A+,"전함 BB, 순전 BC",플랑드르,P032,SSR,비시아,전함,"아이리스
선장전 전함",False,58,33
operation-siren,대작전,벽청년 이상,A+,"전함 BB, 순전 BC",BLACK★ROCK SHOOTER,Z121,SSR,블랙 록 슈터,순전,중형 특화,False,58,34
operation-siren,대작전,벽청년 이상,A+,"전함 BB, 순전 BC",안드레아 도리아(META),M044,SSR,META,전함,경장 특화,False,58,36
operation-siren,대작전,벽청년 이상,A+,"전함 BB, 순전 BC",니나 프리드,Z133,SSR,라이자,전함,경장 특화,False,58,37
operation-siren,대작전,벽청년 이상,A+,"전함 BB, 순전 BC",듀크 오브 요크,136,SSR,로열,전함,"감속, 받피증 버퍼",False,58,38
operation-siren,대작전,벽청년 이상,A+,"전함 BB, 순전 BC",후부키 (콜라보),Z105,SSR,섬란 카구라,전함,"단기전 강함
대중장 특화",False,58,40
operation-siren,대작전,벽청년 이상,A+,"전함 BB, 순전 BC",인디애나,66,SSR,유니온,전함,전열 보호,False,58,42
operation-siren,대작전,벽청년 이상,A+,"전함 BB, 순전 BC",캔자스,P038,SSR,유니온,전함,4포좌,False,58,44
operation-siren,대작전,벽청년 이상,A+,"전함 BB, 순전 BC",모나크,P002,SSR,로열,전함,"감속
중형/중장 특화",False,58,46
operation-siren,대작전,벽청년 이상,A+,"전함 BB, 순전 BC",이츠카 코토리,Z153,SSR,데어라,전함,"경장 상대로 좋음
높은 탱킹력",False,58,48
operation-siren,대작전,벽청년 이상,A+,잠수 SS,U-556(META),M021,SSR,META,잠수,U-2501 + 이404 조합 대체잠수함,False,58,50
operation-siren,대작전,벽청년 이상,A+,잠수 SS,U-101,399,SSR,철혈,잠수,U-2501 + 이404 조합 대체잠수함,False,58,52
operation-siren,대작전,벽청년 이상,A+,잠수 SS,U-81,341,SSR,철혈,잠수,U-2501 + 이404 조합 대체잠수함,False,58,54
operation-siren,대작전,벽청년 이상,A,"항모 CV, 경항모 CVL",루나,Z068,SSR,DOAX VV,경항모,"반장전, 단기전 특화",False,62,2
operation-siren,대작전,벽청년 이상,A,"항모 CV, 경항모 CVL",유니콘,142,SR,로열,경항모,"쫄팟, 광역힐
선장전",False,62,4
operation-siren,대작전,벽청년 이상,A,"항모 CV, 경항모 CVL",엘베(META),M060,SSR,META,경항모,"경장/중장 특화
무난한 금딱항모",False,62,6
operation-siren,대작전,벽청년 이상,A,"항모 CV, 경항모 CVL",호넷Ⅱ,572,SSR,유니온,항모,"경장/중장 특화
무난한 금딱항모",False,62,7
operation-siren,대작전,벽청년 이상,A,"항모 CV, 경항모 CVL",포미더블,147,SSR,로열,항모,"4공습 /
미묘한 바인드",True,62,8
operation-siren,대작전,벽청년 이상,A,"항모 CV, 경항모 CVL",새러토가,74,SR,유니온,항모,"폭격 특화
쫄팟 후보군",False,62,10
operation-siren,대작전,벽청년 이상,A,"항모 CV, 경항모 CVL",소류(META),M004,SSR,META,항모,"폭격 특화
쫄팟 후보군",False,62,11
operation-siren,대작전,벽청년 이상,A,"항모 CV, 경항모 CVL",아로망슈,744,SSR,아이리스,경항모,"높은 딜링
소량의 딜 보조",False,62,12
operation-siren,대작전,벽청년 이상,A,"항모 CV, 경항모 CVL",호넷(META),M045,SSR,META,항모,"준수한 딜러
항공 지원",False,62,14
operation-siren,대작전,벽청년 이상,A,"항모 CV, 경항모 CVL",유미아 리스펠트,Z131,SSR,라이자,경항모,"준수한 딜러
항공 지원",False,62,15
operation-siren,대작전,벽청년 이상,A,"항모 CV, 경항모 CVL",DEAD MASTER,Z122,SSR,블랙 록 슈터,항모,3 장갑 다 잘팸,False,62,16
operation-siren,대작전,벽청년 이상,A,"항모 CV, 경항모 CVL",카우펜스,716,SSR,유니온,경항모,"4공습 /
중형,중장 잘팸",False,62,18
operation-siren,대작전,벽청년 이상,A,"항모 CV, 경항모 CVL",운류,731,SSR,중앵,항모,반장전 항모,False,62,20
operation-siren,대작전,벽청년 이상,A,"항모 CV, 경항모 CVL",즈이카쿠,229,SSR,중앵,항모,"쇼카쿠와 시너지
3중앵 요구",True,62,22
operation-siren,대작전,벽청년 이상,A,"전함 BB, 순전 BC",자이틀리츠,543,SSR,철혈,순전,"선장전, 밸런스형",False,62,24
operation-siren,대작전,벽청년 이상,A,"전함 BB, 순전 BC",마르코 폴로,P022,SSR,사르데냐,전함,"중형 특화
사르데냐 핵심 전함",False,62,26
operation-siren,대작전,벽청년 이상,A,"전함 BB, 순전 BC",퀸 엘리자베스(META),M019,SSR,META,전함,"중형 / 중장용
로열/META 보조",False,62,28
operation-siren,대작전,벽청년 이상,A,"전함 BB, 순전 BC",알비트,648,SSR,철혈,순전,경장만 잘팸,False,62,30
operation-siren,대작전,벽청년 이상,A,"전함 BB, 순전 BC",리펄스(META),M012,SSR,META,순전,경장만 잘팸,False,62,32
operation-siren,대작전,벽청년 이상,A,"전함 BB, 순전 BC",컨스텔레이션,617,SSR,유니온,순전,3장갑 다 잘팸,False,62,34
operation-siren,대작전,벽청년 이상,A,"전함 BB, 순전 BC",금빛 어둠,Z114,SSR,투러브,전함,고성능 콜라보 전함,False,62,36
operation-siren,대작전,벽청년 이상,A,"전함 BB, 순전 BC",타마키,Z069,SSR,DOAX VV,순전,고성능 콜라보 전함,False,62,37
operation-siren,대작전,벽청년 이상,A,"전함 BB, 순전 BC",프린츠 루프레히트,P024,SSR,철혈,순전,특수 부포,False,62,38
operation-siren,대작전,벽청년 이상,A,"전함 BB, 순전 BC",이즈모,P004,SSR,중앵,전함,중형 / 중장만 잘팸,True,62,40
operation-siren,대작전,벽청년 이상,A,"전함 BB, 순전 BC",2대,Z088,SSR,그리드맨,항전,"중형 특화
무난한 콜라보 전함",False,62,42
operation-siren,대작전,벽청년 이상,A,"전함 BB, 순전 BC",히에이(META),M038,SSR,META,순전,"20초 주기
적 회피 감소",False,62,44
operation-siren,대작전,벽청년 이상,A,"전함 BB, 순전 BC",리나운(META),M014,SSR,META,순전,20초 파갑,False,62,46
operation-siren,대작전,벽청년 이상,B+,"항모 CV, 경항모 CVL",베아른(META),M033,SSR,META,항모,반장전 항모,False,66,2
operation-siren,대작전,벽청년 이상,B+,"항모 CV, 경항모 CVL",애리조나(META),M017,SSR,META,전함,"퍼시와 시너지
대작전 3/5 뺑이
스피드런용",False,66,4
operation-siren,대작전,벽청년 이상,B+,"항모 CV, 경항모 CVL",타이콘데로가,511,SSR,유니온,항모,"경장, 단일적 특화",False,66,6
operation-siren,대작전,벽청년 이상,B+,"항모 CV, 경항모 CVL",다이호,230,SSR,중앵,항모,후열 딜 버프,False,66,8
operation-siren,대작전,벽청년 이상,B+,"항모 CV, 경항모 CVL",아퀼라,502,SSR,사르데냐,항모,2전투기 항모,False,66,10
operation-siren,대작전,벽청년 이상,B+,"항모 CV, 경항모 CVL",그라프 체펠린,252,SSR,철혈,항모,"2 폭격기
독일 탱보조",False,66,12
operation-siren,대작전,벽청년 이상,B+,"항모 CV, 경항모 CVL",롱 아일랜드,70,R,유니온,경항모,"불안정 딜러
경장 특화",False,66,14
operation-siren,대작전,벽청년 이상,B+,"항모 CV, 경항모 CVL",페터 슈트라서,482,SSR,철혈,항모,"전장에 바인드 있음
독일 항모 버프",True,66,16
operation-siren,대작전,벽청년 이상,B+,"전함 BB, 순전 BC",브륀힐드,566,SSR,철혈,순전,"대체 전함
보조 능력있음",False,66,24
operation-siren,대작전,벽청년 이상,B+,"전함 BB, 순전 BC",샤른호르스트(META),M009,SSR,META,순전,"대체 전함
보조 능력있음",False,66,25
operation-siren,대작전,벽청년 이상,B+,"전함 BB, 순전 BC",마세나,698,SSR,아이리스,순전,스택형 딜러,False,66,26
operation-siren,대작전,벽청년 이상,B+,"전함 BB, 순전 BC",콜로라도,60,SR,유니온,전함,약속의 빅 세븐 개장,False,66,28
operation-siren,대작전,벽청년 이상,B+,"전함 BB, 순전 BC",넬슨,132,SR,로열,전함,약속의 빅 세븐 개장,False,66,29
operation-siren,대작전,벽청년 이상,B+,"전함 BB, 순전 BC",웨스트버지니아,62,SR,유니온,전함,약속의 빅 세븐 개장,False,66,30
operation-siren,대작전,벽청년 이상,B+,"전함 BB, 순전 BC",메릴랜드,61,SR,유니온,전함,약속의 빅 세븐 개장,False,66,31
operation-siren,대작전,벽청년 이상,B+,"전함 BB, 순전 BC",퀸 앤즈 리벤지,709,SSR,템페스타,범선,경장 상대로만 쓸것,False,66,32
operation-siren,대작전,벽청년 이상,B+,"전함 BB, 순전 BC",펄,711,SSR,템페스타,범선,경장 상대로만 쓸것,False,66,33
operation-siren,대작전,벽청년 이상,B+,"전함 BB, 순전 BC",건스웨이,664,SSR,템페스타,범선,경장 상대로만 쓸것,False,66,34
operation-siren,대작전,벽청년 이상,B+,"전함 BB, 순전 BC",상 마르티뉴,613,SSR,템페스타,범선,경장 상대로만 쓸것,False,66,35
operation-siren,대작전,벽청년 이상,B+,"전함 BB, 순전 BC",파트리샤 아벨하임,Z093,SSR,라이자,전함,중형 / 중장만 잘팸,False,66,36
operation-siren,대작전,벽청년 이상,B+,"전함 BB, 순전 BC",그나이제나우(META),M007,SSR,META,순전,중형 / 중장만 잘팸,False,66,37
operation-siren,대작전,벽청년 이상,B+,"전함 BB, 순전 BC",앨라배마,401,SSR,유니온,전함,중형 / 중장만 잘팸,False,66,38
operation-siren,대작전,벽청년 이상,B+,"전함 BB, 순전 BC",꼬마 무사시,734,SR,중앵,전함,중형 / 중장만 잘팸,False,66,39
operation-siren,대작전,벽청년 이상,B+,"전함 BB, 순전 BC",나가토(META),M037,SSR,META,전함,3장갑 다 잘팸,False,66,40
operation-siren,대작전,벽청년 이상,B+,"전함 BB, 순전 BC",로드니(META),M031,SSR,META,전함,3장갑 다 잘팸,False,66,41
operation-siren,대작전,벽청년 이상,B+,"전함 BB, 순전 BC",스트라스부르,652,SSR,비시아,순전,"차상위 전함
진영 시너지 요구",False,66,42
operation-siren,대작전,벽청년 이상,B+,"전함 BB, 순전 BC",소비에츠카야 러시아,441,SSR,노스유니온,전함,"차상위 전함
진영 시너지 요구",False,66,43
operation-siren,대작전,벽청년 이상,B+,"전함 BB, 순전 BC",프란체스코 카라치올로,720,SSR,사르데냐,전함,"차상위 전함
근접적 상대 탱",False,66,44
operation-siren,대작전,벽청년 이상,B+,"전함 BB, 순전 BC",시즈쿠,Z991,SSR,DOAX VV,전함,"평범한 2군 전함
약간의 딜/힐 유틸",False,66,46
operation-siren,대작전,벽청년 이상,B,"항모 CV, 경항모 CVL",아카기,224,SSR,중앵,항모,반장전 / 서로 시너지,False,70,2
operation-siren,대작전,벽청년 이상,B,"항모 CV, 경항모 CVL",카가,225,SSR,중앵,항모,반장전 / 서로 시너지,False,70,4
operation-siren,대작전,벽청년 이상,B,"항모 CV, 경항모 CVL",랭글리Ⅱ,573,SR,유니온,경항모,항모 버프,False,70,6
operation-siren,대작전,벽청년 이상,B,"항모 CV, 경항모 CVL",카츠라기,520,SSR,중앵,항모,3일본 방어 버프,False,70,8
operation-siren,대작전,벽청년 이상,B,"항모 CV, 경항모 CVL",히류(META),M001,SSR,META,항모,뇌격 특화,False,70,10
operation-siren,대작전,벽청년 이상,B,"항모 CV, 경항모 CVL",유미,Z104,SSR,섬란 카구라,항모,"그럭저럭 강힘
약한 바인더",False,70,12
